filename,text,confidence
plate_100.jpg,34B8L603,0.172
plate_110.jpg,34B8L603,0.633
plate_120.jpg,34BBL603,0.92
plate_130.jpg,34BBL603,0.576
plate_150.jpg,34BBL6037,0.537
plate_160.jpg,34BBL603,0.761
plate_170.jpg,34,0.991
